Team,Pays,_,Nom_URL,Nom,Poste,Age,Date de naissance,Taille,Poids,JIFF,Contrat,Durée,Autres,TABLE
Aviron Bayonnais,France,,https://www.allrugby.com/joueurs/andy-bordelai-8888.html,Andy BORDELAI,Pilier,25,29/03/2000,,117,JIFF,PRO,2026,,TABLE PROS
Aviron Bayonnais,France,,https://www.allrugby.com/joueurs/emerick-setiano-4686.html,Emerick SETIANO,Pilier,29,19/07/1996,,115,JIFF,PRO,2027,,TABLE PROS
Aviron Bayonnais,Argentine,,https://www.allrugby.com/joueurs/ignacio-calles-4531.html,Ignacio CALLES,Pilier,29,24/10/1995,,116,JIFF,PRO,2028,,TABLE PROS
Aviron Bayonnais,Fidji,,https://www.allrugby.com/joueurs/luke-tagi-8934.html,Luke TAGI,Pilier,28,23/06/1997,,130,NON JIFF,PRO,2028,,TABLE PROS
Aviron Bayonnais,France,,https://www.allrugby.com/joueurs/pascal-cotet-1906.html,Pascal COTET,Pilier,31,12/10/1993,,128,JIFF,PRO,2026,,TABLE PROS
Aviron Bayonnais,France,,https://www.allrugby.com/joueurs/pierre-castillon-17309.html,Pierre CASTILLON,Pilier,22,20/09/2003,,106,JIFF,ESPOIR,2028,,TABLE PROS
Aviron Bayonnais,France,,https://www.allrugby.com/joueurs/swan-cormenier-5203.html,Swan CORMENIER,Pilier,29,18/01/1996,,120,JIFF,PRO,2027,,TABLE PROS
Aviron Bayonnais,Tonga,,https://www.allrugby.com/joueurs/tevita-tatafu-11206.html,Tevita TATAFU,Pilier,22,13/10/2002,,140,JIFF Formé(8),PRO,2030,,TABLE PROS
Aviron Bayonnais,Argentine,,https://www.allrugby.com/joueurs/facundo-bosch-5142.html,Facundo BOSCH,Talonneur,34,08/08/1991,,102,NON JIFF,PRO,2026,,TABLE PROS
Aviron Bayonnais,France,,https://www.allrugby.com/joueurs/lucas-martin-11207.html,Lucas MARTIN,Talonneur,22,09/12/2002,,105,JIFF(8),PRO,2027,,TABLE PROS
Aviron Bayonnais,France,,https://www.allrugby.com/joueurs/vincent-giudicelli-4847.html,Vincent GIUDICELLI,Talonneur,28,25/06/1997,,104,JIFF,PRO,2026,,TABLE PROS
Aviron Bayonnais,Angleterre,,https://www.allrugby.com/joueurs/alex-moon-6201.html,Alex MOON,2ème ligne,29,06/09/1996,,127,NON JIFF,PRO,2026,,TABLE PROS
Aviron Bayonnais,Ecosse,,https://www.allrugby.com/joueurs/ewan-johnson-7284.html,Ewan JOHNSON,2ème ligne,26,27/06/1999,,120,JIFF,PRO,2027,,TABLE PROS
Aviron Bayonnais,Argentine,,https://www.allrugby.com/joueurs/lucas-paulos-7501.html,Lucas PAULOS,2ème ligne,27,09/01/1998,,123,JIFF,PRO,2027,,TABLE PROS
Aviron Bayonnais,France,,https://www.allrugby.com/joueurs/alexandre-fischer-5552.html,Alexandre FISCHER,3ème ligne,27,19/01/1998,,107,JIFF,PRO,2028,,TABLE PROS
Aviron Bayonnais,France,,https://www.allrugby.com/joueurs/arthur-iturria-3366.html,Arthur ITURRIA,3ème ligne,31,13/05/1994,,112,JIFF,PRO,2027,,TABLE PROS
Aviron Bayonnais,France,,https://www.allrugby.com/joueurs/baptiste-chouzenoux-2509.html,Baptiste CHOUZENOUX,3ème ligne,32,07/08/1993,,107,JIFF,PRO,2027,,TABLE PROS
Aviron Bayonnais,France,,https://www.allrugby.com/joueurs/baptiste-heguy-5427.html,Baptiste HÉGUY,3ème ligne,27,11/05/1998,,108,JIFF Formé(8),PRO,2027,,TABLE PROS
Aviron Bayonnais,France,,https://www.allrugby.com/joueurs/esteban-capilla-12571.html,Esteban CAPILLA,3ème ligne,22,05/01/2003,,100,JIFF Formé(8),PRO,2027,,TABLE PROS
Aviron Bayonnais,Allemagne,,https://www.allrugby.com/joueurs/giovanni-habel-kueffner-4319.html,Giovanni HABEL-KUEFFNER,3ème ligne,30,09/01/1995,,110,JIFF,PRO,2027,,TABLE PROS
Aviron Bayonnais,Australie,,https://www.allrugby.com/joueurs/rob-leota-7492.html,Rob LEOTA,3ème ligne,28,03/03/1997,,110,NON JIFF,PRO,2027,,TABLE PROS
Aviron Bayonnais,Argentine,,https://www.allrugby.com/joueurs/rodrigo-bruni-7188.html,Rodrigo BRUNI,3ème ligne,32,03/09/1993,,111,NON JIFF,PRO,2027,,TABLE PROS
Aviron Bayonnais,France,,https://www.allrugby.com/joueurs/baptiste-germain-7571.html,Baptiste GERMAIN,Mêlée,24,21/11/2000,,82,JIFF,PRO,2027,,TABLE PROS
Aviron Bayonnais,Afrique du sud,,https://www.allrugby.com/joueurs/herschel-jantjies-6334.html,Herschel JANTJIES,Mêlée,29,22/04/1996,,77,NON JIFF,PRO,2027 +1,,TABLE PROS
Aviron Bayonnais,France,,https://www.allrugby.com/joueurs/maxime-machenaud-1202.html,Maxime MACHENAUD,Mêlée,36,30/12/1988,,87,JIFF,PRO,2026,,TABLE PROS
Aviron Bayonnais,Nouvelle-Zélande,,https://www.allrugby.com/joueurs/gareth-anscombe-3354.html,Gareth ANSCOMBE,Ouverture,34,10/05/1991,,96,NON JIFF,PRO,2026,,TABLE PROS
Aviron Bayonnais,France,,https://www.allrugby.com/joueurs/joris-segonds-4988.html,Joris SEGONDS,Ouverture,28,06/04/1997,,91,JIFF,PRO,2029,,TABLE PROS
Aviron Bayonnais,Italie,,https://www.allrugby.com/joueurs/federico-mori-7398.html,Federico MORI,Centre,24,13/10/2000,,108,JIFF,PRO,2027,,TABLE PROS
Aviron Bayonnais,France,,https://www.allrugby.com/joueurs/guillaume-martocq-5844.html,Guillaume MARTOCQ,Centre,26,23/08/1999,,96,JIFF Formé(8),PRO,2027,,TABLE PROS
Aviron Bayonnais,Samoa,,https://www.allrugby.com/joueurs/manu-tuilagi-2202.html,Manu TUILAGI,Centre,34,18/05/1991,,111,NON JIFF,PRO,2026,,TABLE PROS
Aviron Bayonnais,Australie,,https://www.allrugby.com/joueurs/reece-hodge-5007.html,Reece HODGE,Centre,31,26/08/1994,,94,NON JIFF,PRO,2026,,TABLE PROS
Aviron Bayonnais,Fidji,,https://www.allrugby.com/joueurs/sireli-maqala-12230.html,Sireli MAQALA,Centre,25,20/03/2000,,88,NON JIFF,PRO,2030,,TABLE PROS
Aviron Bayonnais,France,,https://www.allrugby.com/joueurs/arnaud-erbinartegaray-9716.html,Arnaud ERBINARTEGARAY,Ailier,25,16/09/2000,,89,JIFF,PRO,2027,,TABLE PROS
Aviron Bayonnais,Argentine,,https://www.allrugby.com/joueurs/mateo-carreras-8163.html,Mateo CARRERAS,Ailier,25,17/12/1999,,84,NON JIFF,PRO,2026,,TABLE PROS
Aviron Bayonnais,France,,https://www.allrugby.com/joueurs/nadir-megdoud-5495.html,Nadir MEGDOUD,Ailier,28,26/03/1997,,96,JIFF,PRO,2026,,TABLE PROS
Aviron Bayonnais,France,,https://www.allrugby.com/joueurs/victor-hannoun-14460.html,Victor HANNOUN,Ailier,22,20/08/2003,,85,JIFF Formé(8),PRO,2026,,TABLE PROS
Aviron Bayonnais,France,,https://www.allrugby.com/joueurs/cheikh-tiberghien-7315.html,Cheikh TIBERGHIEN,Arrière,25,08/01/2000,,96,JIFF,PRO,2026,,TABLE PROS
Aviron Bayonnais,France,,https://www.allrugby.com/joueurs/tom-spring-14458.html,Tom SPRING,Arrière,22,26/09/2002,,87,JIFF Formé(8),PRO,2028,,TABLE PROS
Aviron Bayonnais,France,,https://www.allrugby.com/joueurs/yohan-orabe-13645.html,Yohan ORABÉ,Arrière,23,21/05/2002,,87,JIFF(8),PRO,2027,,TABLE PROS
Aviron Bayonnais,Fidji,,https://www.allrugby.com/joueurs/emosi-tumania-20696.html,Emosi TUMANIA,Pilier,19,/06/2006,,-,NON JIFF,ESPOIR,,,TABLE ESPOIRS
Aviron Bayonnais,Espagne,,https://www.allrugby.com/joueurs/hugo-gonzalez-17732.html,Hugo GONZÁLEZ,Pilier,20,/05/2005,,119,NON JIFF,ESPOIR,,,TABLE ESPOIRS
Aviron Bayonnais,France,,https://www.allrugby.com/joueurs/liam-couturier-18221.html,Liam COUTURIER,Pilier,19,/09/2006,,113,JIFF,ESPOIR,,,TABLE ESPOIRS
Aviron Bayonnais,France,,https://www.allrugby.com/joueurs/maxime-casenave-20621.html,Maxime CASENAVE,Pilier,20,/06/2005,,-,JIFF,ESPOIR,,,TABLE ESPOIRS
Aviron Bayonnais,France,,https://www.allrugby.com/joueurs/paul-ducos-18577.html,Paul DUCOS,Pilier,18,/12/2006,,110,JIFF,ESPOIR,,,TABLE ESPOIRS
Aviron Bayonnais,Afrique du sud,,https://www.allrugby.com/joueurs/cilliers-viljoen-18575.html,Cilliers VILJOEN,Talonneur,20,/01/2005,,106,NON JIFF,ESPOIR,,,TABLE ESPOIRS
Aviron Bayonnais,France,,https://www.allrugby.com/joueurs/iban-errecart-20655.html,Iban ERRECART,Talonneur,18,/09/2007,,-,JIFF,ESPOIR,,,TABLE ESPOIRS
Aviron Bayonnais,France,,https://www.allrugby.com/joueurs/louka-salvi-18580.html,Louka SALVI,Talonneur,19,/09/2006,,96,JIFF,ESPOIR,,,TABLE ESPOIRS
Aviron Bayonnais,Australie,,https://www.allrugby.com/joueurs/aiden-stait-16308.html,Aiden STAIT,2ème ligne,21,07/01/2004,,139,NON JIFF,ESPOIR,,,TABLE ESPOIRS
Aviron Bayonnais,Argentine,,https://www.allrugby.com/joueurs/alejandro-barrios-15476.html,Alejandro BARRIOS,2ème ligne,20,/01/2005,,136,NON JIFF,ESPOIR,,,TABLE ESPOIRS
Aviron Bayonnais,Argentine,,https://www.allrugby.com/joueurs/alvaro-garcia-iandolino-17394.html,Álvaro GARCÍA IANDOLINO,2ème ligne,19,/12/2005,,119,NON JIFF,ESPOIR,,,TABLE ESPOIRS
Aviron Bayonnais,France,,https://www.allrugby.com/joueurs/ignacio-valdes-leiva-20319.html,Ignacio VALDES-LEIVA,2ème ligne,17,/05/2008,,-,JIFF,ESPOIR,,,TABLE ESPOIRS
Aviron Bayonnais,France,,https://www.allrugby.com/joueurs/jules-martin-bonnard-20849.html,Jules MARTIN-BONNARD,2ème ligne,17,/07/2008,,-,JIFF,ESPOIR,,,TABLE ESPOIRS
Aviron Bayonnais,Pays-Bas,,https://www.allrugby.com/joueurs/manus-van-leeuwen-21135.html,Manus VAN LEEUWEN,2ème ligne,18,/06/2007,,-,NON JIFF,ESPOIR,2028,,TABLE ESPOIRS
Aviron Bayonnais,France,,https://www.allrugby.com/joueurs/sohan-dealle-facquez-17574.html,Sohan DEALLE FACQUEZ,2ème ligne,19,/03/2006,,88,JIFF,ESPOIR,,,TABLE ESPOIRS
Aviron Bayonnais,Russie,,https://www.allrugby.com/joueurs/vladimir-palferov-21649.html,Vladimir PALFEROV,2ème ligne,17,/08/2008,,117,NON JIFF,ESPOIR,2026,,TABLE ESPOIRS
Aviron Bayonnais,France,,https://www.allrugby.com/joueurs/aymeric-rousere-15894.html,Aymeric ROUSERÉ,3ème ligne,20,/08/2005,,98,JIFF,ESPOIR,,,TABLE ESPOIRS
Aviron Bayonnais,Australie,,https://www.allrugby.com/joueurs/jonah-thompson-18330.html,Jonah THOMPSON,3ème ligne,20,/08/2005,,99,NON JIFF,ESPOIR,,,TABLE ESPOIRS
Aviron Bayonnais,Espagne,,https://www.allrugby.com/joueurs/manex-ariceta-12438.html,Manex ARICETA,3ème ligne,21,20/03/2004,,118,JIFF,ESPOIR,2026,,TABLE ESPOIRS
Aviron Bayonnais,Géorgie,,https://www.allrugby.com/joueurs/nika-lomidze-15265.html,Nika LOMIDZE,3ème ligne,21,22/01/2004,,101,NON JIFF,ESPOIR,2026,,TABLE ESPOIRS
Aviron Bayonnais,France,,https://www.allrugby.com/joueurs/noa-lacombe-18578.html,Noa LACOMBE,3ème ligne,18,/10/2006,,88,JIFF,ESPOIR,,,TABLE ESPOIRS
Aviron Bayonnais,France,,https://www.allrugby.com/joueurs/noa-traversier-15272.html,Noa TRAVERSIER,3ème ligne,20,/06/2005,,102,JIFF,ESPOIR,2027,,TABLE ESPOIRS
Aviron Bayonnais,France,,https://www.allrugby.com/joueurs/raphael-marchesin-18338.html,Raphaël MARCHESIN,3ème ligne,19,/11/2005,,94,JIFF,ESPOIR,,,TABLE ESPOIRS
Aviron Bayonnais,France,,https://www.allrugby.com/joueurs/ronan-caule-duler-20637.html,Ronan CAULE-DULER,3ème ligne,18,/02/2007,,-,JIFF,ESPOIR,,,TABLE ESPOIRS
Aviron Bayonnais,France,,https://www.allrugby.com/joueurs/baptiste-tilloles-18994.html,Baptiste TILLOLES,Mêlée,18,/11/2006,,81,JIFF,ESPOIR,,,TABLE ESPOIRS
Aviron Bayonnais,France,,https://www.allrugby.com/joueurs/benat-sarraude-18442.html,Beñat SARRAUDE,Ouverture,19,/08/2006,,82,JIFF,ESPOIR,,,TABLE ESPOIRS
Aviron Bayonnais,France,,https://www.allrugby.com/joueurs/diego-langlois-20671.html,Diego LANGLOIS,Ouverture,16,/02/2009,,-,JIFF,ESPOIR,,,TABLE ESPOIRS
Aviron Bayonnais,France,,https://www.allrugby.com/joueurs/bastien-rasal-20339.html,Bastien RASAL,Centre,19,/07/2006,,-,JIFF,ESPOIR,,,TABLE ESPOIRS
Aviron Bayonnais,France,,https://www.allrugby.com/joueurs/gabriel-lapegue-18367.html,Gabriel LAPÈGUE,Centre,20,/02/2005,,-,JIFF,ESPOIR,2027,,TABLE ESPOIRS
Aviron Bayonnais,France,,https://www.allrugby.com/joueurs/joseph-magne-18579.html,Joseph MAGNE,Centre,19,/01/2006,,80,JIFF,ESPOIR,,,TABLE ESPOIRS
Aviron Bayonnais,France,,https://www.allrugby.com/joueurs/leny-maignien-20673.html,Leny MAIGNIEN,Centre,16,/02/2009,,-,JIFF,ESPOIR,,,TABLE ESPOIRS
Aviron Bayonnais,Nouvelle-Zélande,,https://www.allrugby.com/joueurs/pyrenees-boyle-tiatia-21677.html,Pyrénées BOYLE-TIATIA,Centre,,-,,-,NON JIFF,ESPOIR,,,TABLE ESPOIRS
Aviron Bayonnais,France,,https://www.allrugby.com/joueurs/tom-leveque-20196.html,Tom LÉVÊQUE,Ailier,19,/03/2006,,80,JIFF,ESPOIR,,,TABLE ESPOIRS
Aviron Bayonnais,Australie,,https://www.allrugby.com/joueurs/declan-minto-20292.html,Declan MINTO,Arrière,18,/12/2006,,93,NON JIFF,ESPOIR,2027,,TABLE ESPOIRS
Aviron Bayonnais,Espagne,,https://www.allrugby.com/joueurs/telmo-fisher-obieta-18495.html,Telmo FISHER,Arrière,18,/02/2007,,87,NON JIFF,ESPOIR,,,TABLE ESPOIRS
Union Bordeaux-Bègles,Nouvelle-Zélande,,https://www.allrugby.com/joueurs/ben-tameifuna-3391.html,Ben TAMEIFUNA,Pilier,34,30/08/1991,,151,NON JIFF,PRO,2027,,TABLE PROS
Union Bordeaux-Bègles,Afrique du sud,,https://www.allrugby.com/joueurs/carlu-sadie-6597.html,Carlü SADIE,Pilier,28,07/05/1997,,138,NON JIFF,PRO,2028,,TABLE PROS
Union Bordeaux-Bègles,France,,https://www.allrugby.com/joueurs/jefferson-poirot-1374.html,Jefferson POIROT,Pilier,32,01/11/1992,,117,JIFF,PRO,2027,,TABLE PROS
Union Bordeaux-Bègles,France,,https://www.allrugby.com/joueurs/louis-mary-12162.html,Louis MARY,Pilier,25,12/01/2000,,128,JIFF,PRO,2027,,TABLE PROS
Union Bordeaux-Bègles,France,,https://www.allrugby.com/joueurs/matis-perchaud-10981.html,Matis PERCHAUD,Pilier,23,17/09/2002,,114,JIFF,ESPOIR,2027,,TABLE PROS
Union Bordeaux-Bègles,France,,https://www.allrugby.com/joueurs/sipili-falatea-5435.html,Sipili FALATEA,Pilier,28,06/06/1997,,116,JIFF,PRO,2026,,TABLE PROS
Union Bordeaux-Bègles,Tonga,,https://www.allrugby.com/joueurs/toma-akino-taufa-3605.html,Toma'Akino TAUFA,Pilier,30,09/03/1995,,145,NON JIFF,PRO,2026,,TABLE PROS
Union Bordeaux-Bègles,France,,https://www.allrugby.com/joueurs/ugo-boniface-4465.html,Ugo BONIFACE,Pilier,27,21/07/1998,,125,JIFF,PRO,2027,,TABLE PROS
Union Bordeaux-Bègles,Nouvelle-Zélande,,https://www.allrugby.com/joueurs/connor-sa-9313.html,Connor SA,Talonneur,23,22/01/2002,,103,JIFF Formé(8),PRO,2027,,TABLE PROS
Union Bordeaux-Bègles,France,,https://www.allrugby.com/joueurs/gaetan-barlot-5909.html,Gaëtan BARLOT,Talonneur,28,13/04/1997,,107,JIFF,PRO,2028,,TABLE PROS
Union Bordeaux-Bègles,France,,https://www.allrugby.com/joueurs/maxime-lamothe-5169.html,Maxime LAMOTHE,Talonneur,26,03/10/1998,,109,JIFF Formé(8),PRO,2028,,TABLE PROS
Union Bordeaux-Bègles,Australie,,https://www.allrugby.com/joueurs/adam-coleman-5005.html,Adam COLEMAN,2ème ligne,33,07/10/1991,,122,NON JIFF,PRO,2027,,TABLE PROS
Union Bordeaux-Bègles,France,,https://www.allrugby.com/joueurs/boris-palu-4418.html,Boris PALU,2ème ligne,29,04/02/1996,,113,JIFF,PRO,2027,,TABLE PROS
Union Bordeaux-Bègles,France,,https://www.allrugby.com/joueurs/cyril-cazeaux-2441.html,Cyril CAZEAUX,2ème ligne,30,10/02/1995,,117,JIFF Formé(8),PRO,2029,,TABLE PROS
Union Bordeaux-Bègles,Ecosse,,https://www.allrugby.com/joueurs/jonny-gray-2174.html,Jonny GRAY,2ème ligne,31,14/03/1994,,122,NON JIFF,PRO,2026,,TABLE PROS
Union Bordeaux-Bègles,France,,https://www.allrugby.com/joueurs/bastien-vergnes-taillefer-7192.html,Bastien VERGNES-TAILLEFER,3ème ligne,28,13/06/1997,,114,JIFF,PRO,2026,,TABLE PROS
Union Bordeaux-Bègles,France,,https://www.allrugby.com/joueurs/cameron-woki-5191.html,Cameron WOKI,3ème ligne,26,07/11/1998,,111,JIFF Formé,PRO,2028,,TABLE PROS
Union Bordeaux-Bègles,Afrique du sud,,https://www.allrugby.com/joueurs/jean-luc-du-preez-5103.html,Jean-Luc DU PREEZ,3ème ligne,30,05/08/1995,,114,NON JIFF,PRO,2028,,TABLE PROS
Union Bordeaux-Bègles,Australie,,https://www.allrugby.com/joueurs/lachlan-swinton-7538.html,Lachlan SWINTON,3ème ligne,28,16/01/1997,,113,NON JIFF,PRO,2026,,TABLE PROS
Union Bordeaux-Bègles,France,,https://www.allrugby.com/joueurs/marko-gazzotti-14199.html,Marko GAZZOTTI,3ème ligne,21,24/09/2004,,110,JIFF,ESPOIR,2027,,TABLE PROS
Union Bordeaux-Bègles,France,,https://www.allrugby.com/joueurs/pierre-bochaton-9789.html,Pierre BOCHATON,3ème ligne,24,17/04/2001,,103,JIFF Formé(8),PRO,2027,,TABLE PROS
Union Bordeaux-Bègles,France,,https://www.allrugby.com/joueurs/temo-matiu-14357.html,Temo MATIU,3ème ligne,24,20/07/2001,,100,JIFF(8),PRO,2027,,TABLE PROS
Union Bordeaux-Bègles,France,,https://www.allrugby.com/joueurs/martin-page-relo-7169.html,Martin PAGE-RELO,Mêlée,26,06/01/1999,,77,JIFF,PRO,2026,,TABLE PROS
Union Bordeaux-Bègles,France,,https://www.allrugby.com/joueurs/maxime-lucu-2453.html,Maxime LUCU,Mêlée,32,12/01/1993,,83,JIFF,PRO,2027,,TABLE PROS
Union Bordeaux-Bègles,France,,https://www.allrugby.com/joueurs/valentin-hutteau-20054.html,Valentin HUTTEAU,Mêlée,18,26/06/2007,,75,JIFF,ESPOIR,2028,,TABLE PROS
Union Bordeaux-Bègles,Nouvelle-Zélande,,https://www.allrugby.com/joueurs/joey-carbery-4830.html,Joey CARBERY,Ouverture,29,01/11/1995,,86,NON JIFF,PRO,2026,,TABLE PROS
Union Bordeaux-Bègles,France,,https://www.allrugby.com/joueurs/matthieu-jalibert-5167.html,Matthieu JALIBERT,Ouverture,26,06/11/1998,,86,JIFF Formé(8),PRO,2028,,TABLE PROS
Union Bordeaux-Bègles,France,,https://www.allrugby.com/joueurs/adrien-drault-18068.html,Adrien DRAULT,Centre,19,23/05/2006,,85,JIFF,ESPOIR,,,TABLE PROS
Union Bordeaux-Bègles,France,,https://www.allrugby.com/joueurs/nicolas-depoortere-11299.html,Nicolas DEPOORTÈRE,Centre,22,13/01/2003,,94,JIFF,ESPOIR,2028,,TABLE PROS
Union Bordeaux-Bègles,France,,https://www.allrugby.com/joueurs/pablo-uberti-4664.html,Pablo UBERTI,Centre,27,19/10/1997,,91,JIFF Formé(8),PRO,2026,,TABLE PROS
Union Bordeaux-Bègles,Afrique du sud,,https://www.allrugby.com/joueurs/rohan-janse-van-rensburg-5102.html,Rohan JANSE VAN RENSBURG,Centre,31,11/09/1994,,109,NON JIFF,PRO,2027,,TABLE PROS
Union Bordeaux-Bègles,France,,https://www.allrugby.com/joueurs/yoram-moefana-7026.html,Yoram MOEFANA,Centre,25,18/07/2000,,95,JIFF Formé(8),PRO,2028,,TABLE PROS
Union Bordeaux-Bègles,France,,https://www.allrugby.com/joueurs/arthur-retiere-3527.html,Arthur RETIÈRE,Ailier,28,01/08/1997,,80,JIFF,PRO,2027,,TABLE PROS
Union Bordeaux-Bègles,France,,https://www.allrugby.com/joueurs/damian-penaud-3565.html,Damian PENAUD,Ailier,29,25/09/1996,,97,JIFF,PRO,2028,,TABLE PROS
Union Bordeaux-Bègles,France,,https://www.allrugby.com/joueurs/louis-bielle-biarrey-11774.html,Louis BIELLE-BIARREY,Ailier,22,19/06/2003,,84,JIFF,ESPOIR,2027,,TABLE PROS
Union Bordeaux-Bègles,Nouvelle-Zélande,,https://www.allrugby.com/joueurs/salesi-rayasi-7471.html,Salesi RAYASI,Ailier,29,25/09/1996,,105,NON JIFF,PRO,2026,,TABLE PROS
Union Bordeaux-Bègles,France,,https://www.allrugby.com/joueurs/xan-mousques-16787.html,Xan MOUSQUÈS,Ailier,19,18/11/2005,,89,JIFF,ESPOIR,2027,,TABLE PROS
Union Bordeaux-Bègles,France,,https://www.allrugby.com/joueurs/jon-echegaray-14812.html,Jon ECHEGARAY,Arrière,20,09/06/2005,,90,JIFF,ESPOIR,2027,,TABLE PROS
Union Bordeaux-Bègles,France,,https://www.allrugby.com/joueurs/romain-buros-4151.html,Romain BUROS,Arrière,28,31/07/1997,,97,JIFF Formé(8),PRO,2029,,TABLE PROS
Union Bordeaux-Bègles,France,,https://www.allrugby.com/joueurs/amir-hattouma-21355.html,Amir HATTOUMA,Pilier,18,/03/2007,,123,JIFF,ESPOIR,,,TABLE ESPOIRS
Union Bordeaux-Bègles,France,,https://www.allrugby.com/joueurs/florian-baquey-18399.html,Florian BAQUEY,Pilier,20,/02/2005,,109,JIFF,ESPOIR,,,TABLE ESPOIRS
Union Bordeaux-Bègles,Fidji,,https://www.allrugby.com/joueurs/francis-peters-21368.html,Francis PETERS,Pilier,,-,,105,JIFF,ESPOIR,,,TABLE ESPOIRS
Union Bordeaux-Bègles,France,,https://www.allrugby.com/joueurs/lenny-alifanety-18064.html,Lenny ALIFANETY,Pilier,19,/07/2006,,131,JIFF,ESPOIR,,,TABLE ESPOIRS
Union Bordeaux-Bègles,France,,https://www.allrugby.com/joueurs/mell-ronn-pouye-tokotu-u-21357.html,Mell-Ronn POUYE-TOKOTU'U,Pilier,,-,,137,JIFF,ESPOIR,,,TABLE ESPOIRS
Union Bordeaux-Bègles,France,,https://www.allrugby.com/joueurs/noe-thibeau-21358.html,Noé THIBEAU,Pilier,18,/05/2007,,94,JIFF,ESPOIR,,,TABLE ESPOIRS
Union Bordeaux-Bègles,France,,https://www.allrugby.com/joueurs/ruben-pargade-18065.html,Ruben PARGADE,Pilier,19,/04/2006,,128,JIFF,ESPOIR,2028,,TABLE ESPOIRS
Union Bordeaux-Bègles,France,,https://www.allrugby.com/joueurs/zinedine-aouad-17032.html,Zinédine AOUAD,Pilier,20,/05/2005,,120,JIFF,ESPOIR,2028,,TABLE ESPOIRS
Union Bordeaux-Bègles,Afrique du sud,,https://www.allrugby.com/joueurs/christian-everitt-18730.html,Christian EVERITT,Talonneur,20,/03/2005,,100,NON JIFF,ESPOIR,,,TABLE ESPOIRS
Union Bordeaux-Bègles,France,,https://www.allrugby.com/joueurs/clement-malinowski-21356.html,Clément MALINOWSKI,Talonneur,18,/04/2007,,-,JIFF,ESPOIR,,,TABLE ESPOIRS
Union Bordeaux-Bègles,France,,https://www.allrugby.com/joueurs/clement-sennelier-18228.html,Clément SENNELIER,Talonneur,19,/03/2006,,109,JIFF,ESPOIR,,,TABLE ESPOIRS
Union Bordeaux-Bègles,France,,https://www.allrugby.com/joueurs/morgan-mignot-18400.html,Morgan MIGNOT,Talonneur,20,/01/2005,,90,JIFF,ESPOIR,,,TABLE ESPOIRS
Union Bordeaux-Bègles,France,,https://www.allrugby.com/joueurs/pierre-tetani-18401.html,Pierre TÉTANI,Talonneur,19,/02/2006,,105,JIFF,ESPOIR,,,TABLE ESPOIRS
Union Bordeaux-Bègles,Pologne,,https://www.allrugby.com/joueurs/adam-zap%C4%98dowski-16811.html,Adam ZAPĘDOWSKI,2ème ligne,19,/01/2006,,114,NON JIFF,ESPOIR,2028,,TABLE ESPOIRS
Union Bordeaux-Bègles,France,,https://www.allrugby.com/joueurs/donovan-niuhina-21359.html,Donovan NIUHINA,2ème ligne,18,/07/2007,,97,JIFF,ESPOIR,,,TABLE ESPOIRS
Union Bordeaux-Bègles,France,,https://www.allrugby.com/joueurs/gabriel-gauthier-18402.html,Gabriel GAUTHIER,2ème ligne,18,/12/2006,,111,JIFF,ESPOIR,,,TABLE ESPOIRS
Union Bordeaux-Bègles,France,,https://www.allrugby.com/joueurs/jacques-nguimbous-17048.html,Jacques NGUIMBOUS,2ème ligne,20,/01/2005,,127,JIFF,ESPOIR,2028,,TABLE ESPOIRS
Union Bordeaux-Bègles,Géorgie,,https://www.allrugby.com/joueurs/levan-kepuladze-17496.html,Levan KEPULADZE,2ème ligne,20,/02/2005,,108,NON JIFF,ESPOIR,,,TABLE ESPOIRS
Union Bordeaux-Bègles,France,,https://www.allrugby.com/joueurs/noah-schmitt-18403.html,Noah SCHMITT,2ème ligne,19,/01/2006,,95,JIFF,ESPOIR,,,TABLE ESPOIRS
Union Bordeaux-Bègles,France,,https://www.allrugby.com/joueurs/bobby-bissu-18406.html,Bobby BISSU,3ème ligne,18,/11/2006,,110,NON JIFF,ESPOIR,,,TABLE ESPOIRS
Union Bordeaux-Bègles,Suisse,,https://www.allrugby.com/joueurs/colin-schuster-21362.html,Colin SCHUSTER,3ème ligne,18,/02/2007,,94,JIFF,ESPOIR,,,TABLE ESPOIRS
Union Bordeaux-Bègles,France,,https://www.allrugby.com/joueurs/elyjah-ibsaiene-18066.html,Elyjah IBSAIENE,3ème ligne,18,/10/2006,,104,JIFF,ESPOIR,2028,,TABLE ESPOIRS
Union Bordeaux-Bègles,France,,https://www.allrugby.com/joueurs/mateo-lavasele-14496.html,Matéo LAVASELÉ,3ème ligne,21,13/03/2004,,100,JIFF,ESPOIR,,,TABLE ESPOIRS
Union Bordeaux-Bègles,France,,https://www.allrugby.com/joueurs/mathys-argenton-20255.html,Mathys ARGENTON,3ème ligne,18,/04/2007,,97,JIFF,ESPOIR,,,TABLE ESPOIRS
Union Bordeaux-Bègles,Congo,,https://www.allrugby.com/joueurs/mauricio-lorenzo-fukwamoko-21360.html,Mauricio Lorenzo FUKWAMOKO,3ème ligne,18,/01/2007,,93,JIFF,ESPOIR,,,TABLE ESPOIRS
Union Bordeaux-Bègles,France,,https://www.allrugby.com/joueurs/maxime-heraud-21361.html,Maxime HÉRAUD,3ème ligne,19,/09/2006,,92,JIFF,ESPOIR,,,TABLE ESPOIRS
